year,climate_variable_recon,lower,upper,climate_variable_recon_scale,lower_scale,upper_scale
1905,-0.17,-0.17,-0.17,-0.81,-0.81,-0.81
1906,-0.36,-0.36,-0.36,-1.71,-1.71,-1.71
1907,-0.17,-0.17,-0.17,-0.78,-0.78,-0.78
1908,-0.31,-0.31,-0.31,-1.48,-1.48,-1.48
1909,-0.32,-0.32,-0.32,-1.51,-1.51,-1.51
1910,-0.43,-0.43,-0.43,-2.04,-2.04,-2.04
1911,-0.07,-0.07,-0.07,-0.33,-0.33,-0.33
1912,-0.15,-0.15,-0.15,-0.71,-0.71,-0.71
1913,0.04,0.04,0.04,0.2,0.2,0.2
1914,-0.09,-0.09,-0.09,-0.39,-0.39,-0.39
1915,0.04,0.04,0.04,0.18,0.18,0.18
1916,-0.23,-0.23,-0.23,-1.1,-1.1,-1.1
1917,-0.17,-0.17,-0.17,-0.81,-0.81,-0.81
1918,0.14,0.14,0.14,0.65,0.65,0.65
1919,0.14,0.14,0.14,0.69,0.69,0.69
1920,-0.1,-0.1,-0.1,-0.44,-0.44,-0.44
1921,-0.13,-0.13,-0.13,-0.61,-0.61,-0.61
1922,-0.12,-0.12,-0.12,-0.54,-0.54,-0.54
1923,0.06,0.06,0.06,0.31,0.31,0.31
1924,0.06,0.06,0.06,0.3,0.3,0.3
1925,0.22,0.22,0.22,1.03,1.03,1.03
1926,0.01,0.01,0.01,0.06,0.06,0.06
1927,-0.18,-0.18,-0.18,-0.84,-0.84,-0.84
1928,-0.2,-0.2,-0.2,-0.92,-0.92,-0.92
1929,-0.08,-0.08,-0.08,-0.37,-0.37,-0.37
1930,-0.08,-0.08,-0.08,-0.37,-0.37,-0.37
1931,-0.23,-0.23,-0.23,-1.08,-1.08,-1.08
1932,0.01,0.01,0.01,0.04,0.04,0.04
1933,-0.25,-0.25,-0.25,-1.19,-1.19,-1.19
1934,0.13,0.13,0.13,0.61,0.61,0.61
1935,0.15,0.15,0.15,0.73,0.73,0.73
1936,-0.03,-0.03,-0.03,-0.11,-0.11,-0.11
1937,0.04,0.04,0.04,0.2,0.2,0.2
1938,-0.06,-0.06,-0.06,-0.29,-0.29,-0.29
1939,-0.03,-0.03,-0.03,-0.13,-0.13,-0.13
1940,-0.11,-0.11,-0.11,-0.5,-0.5,-0.5
1941,-0.08,-0.08,-0.08,-0.37,-0.37,-0.37
1942,-0.22,-0.22,-0.22,-1.05,-1.05,-1.05
1943,0.09,0.09,0.09,0.41,0.41,0.41
1944,0.1,0.1,0.1,0.47,0.47,0.47
1945,-0.06,-0.06,-0.06,-0.25,-0.25,-0.25
1946,0.18,0.18,0.18,0.85,0.85,0.85
1947,-0.1,-0.1,-0.1,-0.44,-0.44,-0.44
1948,0.05,0.05,0.05,0.26,0.26,0.26
1949,-0.04,-0.04,-0.04,-0.18,-0.18,-0.18
1950,0.07,0.07,0.07,0.36,0.36,0.36
1951,0.24,0.24,0.24,1.13,1.13,1.13
1952,0.14,0.14,0.14,0.69,0.69,0.69
1953,-0,-0,-0,-0.01,-0.01,-0.01
1954,-0.15,-0.15,-0.15,-0.69,-0.69,-0.69
1955,-0.14,-0.14,-0.14,-0.64,-0.64,-0.64
1956,-0.27,-0.27,-0.27,-1.25,-1.25,-1.25
1957,-0.17,-0.17,-0.17,-0.81,-0.81,-0.81
1958,-0.48,-0.48,-0.48,-2.26,-2.26,-2.26
1959,-0.31,-0.31,-0.31,-1.46,-1.46,-1.46
1960,-0.21,-0.21,-0.21,-1,-1,-1
1961,0.55,0.55,0.55,2.59,2.59,2.59
1962,0.15,0.15,0.15,0.71,0.71,0.71
1963,0.16,0.16,0.16,0.75,0.75,0.75
1964,-0.27,-0.27,-0.27,-1.25,-1.25,-1.25
1965,-0.01,-0.01,-0.01,-0.05,-0.05,-0.05
1966,0.16,0.16,0.16,0.74,0.74,0.74
1967,0.36,0.36,0.36,1.69,1.69,1.69
1968,-0.08,-0.08,-0.08,-0.38,-0.38,-0.38
1969,0.2,0.2,0.2,0.95,0.95,0.95
1970,0.06,0.06,0.06,0.27,0.27,0.27
1971,0.16,0.16,0.16,0.77,0.77,0.77
1972,0.48,0.48,0.48,2.26,2.26,2.26
1973,0.08,0.08,0.08,0.41,0.41,0.41
1974,-0.08,-0.08,-0.08,-0.37,-0.37,-0.37
1975,0.07,0.07,0.07,0.32,0.32,0.32
1976,0.21,0.21,0.21,0.99,0.99,0.99
1977,-0.03,-0.03,-0.03,-0.14,-0.14,-0.14
1978,0.06,0.06,0.06,0.31,0.31,0.31
1979,0.02,0.02,0.02,0.08,0.08,0.08
1980,-0.1,-0.1,-0.1,-0.45,-0.45,-0.45
1981,0.09,0.09,0.09,0.44,0.44,0.44
1982,0.22,0.22,0.22,1.05,1.05,1.05
1983,0.17,0.17,0.17,0.8,0.8,0.8
1984,-0.2,-0.2,-0.2,-0.96,-0.96,-0.96
1985,-0.01,-0.01,-0.01,-0.03,-0.03,-0.03
1986,0.1,0.1,0.1,0.5,0.5,0.5
1987,0.27,0.27,0.27,1.27,1.27,1.27
1988,-0.07,-0.07,-0.07,-0.32,-0.32,-0.32
1989,-0.06,-0.06,-0.06,-0.28,-0.28,-0.28
1990,0.21,0.21,0.21,1.01,1.01,1.01
1991,0.01,0.01,0.01,0.04,0.04,0.04
1992,-0.1,-0.1,-0.1,-0.47,-0.47,-0.47
1993,0.26,0.26,0.26,1.26,1.26,1.26
1994,0.48,0.48,0.48,2.28,2.28,2.28
1995,0.07,0.07,0.07,0.32,0.32,0.32
1996,-0.1,-0.1,-0.1,-0.46,-0.46,-0.46
1997,0.76,0.76,0.76,3.58,3.58,3.58
1998,-0.04,-0.04,-0.04,-0.18,-0.18,-0.18
1999,0.24,0.24,0.24,1.15,1.15,1.15
2000,0.2,0.2,0.2,0.94,0.94,0.94
2001,0.04,0.04,0.04,0.2,0.2,0.2
2002,0.23,0.23,0.23,1.08,1.08,1.08
2003,0.18,0.18,0.18,0.85,0.85,0.85
2004,0.07,0.07,0.07,0.36,0.36,0.36
2005,-0.02,-0.02,-0.02,-0.07,-0.07,-0.07
2006,0.48,0.48,0.48,2.28,2.28,2.28
2007,0.31,0.31,0.31,1.48,1.48,1.48
2008,0.34,0.34,0.34,1.61,1.61,1.61
2009,0.3,0.3,0.3,1.43,1.43,1.43
